# SNAP pin export table
#
# Product:	Subset_S1B_IW_GRDH_1SDV_20191204T215120_20191204T215146_019221_0244A0_D6FF_Orb_NR_Cal_Spk_TC
# Created on:	Tue Feb 11 17:10:11 SGT 2020

Name	X	Y	Lon	Lat	Color	Label	Desc
mines_3_TL	573.3062722385786	285.71992746030423	-54.55304362609453	5.127667659283935	java.awt.Color[r=0,g=0,b=255]	mines_3_TL	
mines_3_BR	645.7242018707329	323.8090974631923	-54.54653821279124	5.124246050926633	java.awt.Color[r=0,g=0,b=255]	mines_3_BR	
mines_2_TL	643.9434730116261	346.86454628824083	-54.54669817838634	5.122174944720455	java.awt.Color[r=0,g=0,b=255]	mines_2_TL	
mines_2_BR	698.3193107979605	399.8060642992423	-54.54181351376932	5.117419127241078	java.awt.Color[r=0,g=0,b=255]	mines_2_BR	
mines_1_TL	558.4329749967422	440.80998227525396	-54.55437971711829	5.113735682618414	java.awt.Color[r=0,g=0,b=255]	mines_1_TL	
mines_1_BR	636.1232393864775	499.96147064329125	-54.54740068192543	5.108422014010472	java.awt.Color[r=0,g=0,b=255]	mines_1_BR	
mines_4_TL	570.0353121063455	386.1594816218528	-54.55333746144258	5.118645020620588	java.awt.Color[r=0,g=0,b=255]	mines_4_TL	
mines_4_BR	614.7525617658393	430.4124221599777	-54.54932044255929	5.114669711335325	java.awt.Color[r=0,g=0,b=255]	mines_4_BR	
forest_1_TL	2329.8257258938424	269.53350731525234	-54.39525279888735	5.129121710145083	java.awt.Color[r=0,g=0,b=255]	forest_1_TL	
forest_1_BR	2473.706214871956	425.7382583035578	-54.38232779465378	5.115089598618595	java.awt.Color[r=0,g=0,b=255]	forest_1_BR	
water_1_TL	2274.2971019835554	644.8766464096379	-54.40024102004382	5.095404062281294	java.awt.Color[r=0,g=0,b=255]	water_1_TL	
water_1_BR	2330.9201906132284	689.3768835176778	-54.39515448144881	5.091406537967185	java.awt.Color[r=0,g=0,b=255]	water_1_BR	
water_2_TL	1811.1637834619828	1998.292523024747	-54.441844993905114	4.973824645507957	java.awt.Color[r=0,g=0,b=255]	water_2_TL	
water_2_BR	1857.8082848910708	2216.034761552175	-54.43765484704973	4.9542645274211985	java.awt.Color[r=0,g=0,b=255]	water_2_BR	
