# SNAP pin export table
#
# Product:	Subset_S1A_IW_SLC__1SDV_20170903T092838_20170903T092905_018209_01E9A9_63BD_Orb_TNR_Cal_deb_Spk_TF_TC_5m_Gamma
# Created on:	Thu Mar 19 11:42:11 SGT 2020

Name	X	Y	Lon	Lat	Color	Label	Desc
UPPER_LEFT_BOUND	4.9061875969637185	25.415176593247452	-55.44415765626956	5.241069076378122	java.awt.Color[r=0,g=0,b=0]	UPPER_LEFT_BOUND	
UPPER_RIGHT_BOUND	11766.465410034172	19.54794877655513	-54.91587823553995	5.241332607399279	java.awt.Color[r=0,g=0,b=0]	UPPER_RIGHT_BOUND	
LOWER_RIGHT_BOUND	11785.60189906368	6666.707138889906	-54.91501870551097	4.942770372576561	java.awt.Color[r=0,g=0,b=0]	LOWER_RIGHT_BOUND	
LOWER_LEFT_BOUND	1.4031028065364808	6669.921435231372	-55.444315	4.942626	java.awt.Color[r=0,g=0,b=0]	LOWER_LEFT_BOUND	
water_1_TL	4410.97001388995	5547.929382604911	-55.246255932371305	4.993021130476749	java.awt.Color[r=0,g=0,b=255]	water_1_TL	
water_1_BR	4421.749302889453	5555.644427291074	-55.24577177236829	4.992674603348787	java.awt.Color[r=0,g=0,b=255]	water_1_BR	
water_2_TL	4433.6715152643155	5516.415369931361	-55.24523627708845	4.994436606439178	java.awt.Color[r=0,g=0,b=255]	water_2_TL	
water_2_BR	4440.124612605199	5522.419480608485	-55.24494643128989	4.994166927219738	java.awt.Color[r=0,g=0,b=255]	water_2_BR	
water_3_TL	4467.293329179985	5580.255626726837	-55.24372612762244	4.991569172518104	java.awt.Color[r=0,g=0,b=255]	water_3_TL	
water_3_BR	4474.184096439043	5587.962738005837	-55.24341662354503	4.991223001725187	java.awt.Color[r=0,g=0,b=255]	water_3_BR	
water_4_TL	4538.5591967133805	5550.388539419364	-55.240525166720374	4.992910675569125	java.awt.Color[r=0,g=0,b=255]	water_4_TL	
water_4_BR	4545.189500703011	5556.382220203232	-55.24022736154976	4.9926414648163115	java.awt.Color[r=0,g=0,b=255]	water_4_BR	
water_5_TL	4543.454254818847	5565.985356177291	-55.240305301444735	4.992210132625263	java.awt.Color[r=0,g=0,b=255]	water_5_TL	
water_5_BR	4552.189648573985	5571.8111815090815	-55.23991294455858	4.991948461228355	java.awt.Color[r=0,g=0,b=255]	water_5_BR	
water_6_TL	4556.715596308	5506.174425671023	-55.23970965815735	4.994896586276822	java.awt.Color[r=0,g=0,b=255]	water_6_TL	
water_6_BR	4561.897857987555	5509.615507846087	-55.2394768929137	4.994742027441234	java.awt.Color[r=0,g=0,b=255]	water_6_BR	
water_7_TL	4599.200139980996	5435.810060145712	-55.23780143241134	4.99805705552726	java.awt.Color[r=0,g=0,b=255]	water_7_TL	
water_7_BR	4612.138018978061	5446.033287078593	-55.23722031768898	4.997597871476919	java.awt.Color[r=0,g=0,b=255]	water_7_BR	
water_8_TL	4722.177551799687	5401.012285829289	-55.23227780797943	4.99962002415335	java.awt.Color[r=0,g=0,b=255]	water_8_TL	
water_8_BR	4732.407288092654	5405.75270216215	-55.231818331556205	4.999407104731104	java.awt.Color[r=0,g=0,b=255]	water_8_BR	
water_9_TL	4819.5214119507	5452.770137999192	-55.227905534109986	4.997295280669478	java.awt.Color[r=0,g=0,b=255]	water_9_TL	
water_9_BR	4827.673870728351	5458.107198392376	-55.22753936019383	4.997055562523305	java.awt.Color[r=0,g=0,b=255]	water_9_BR	
water_10_TL	4628.838253751863	5449.726020867849	-55.236470213881695	4.997432009516765	java.awt.Color[r=0,g=0,b=255]	water_10_TL	
water_10_BR	4636.83742198837	5457.394340447281	-55.23611092512734	4.997087581082679	java.awt.Color[r=0,g=0,b=255]	water_10_BR	
water_11_TL	4736.314184698043	5391.816409313542	-55.2316428503095	5.000033063974598	java.awt.Color[r=0,g=0,b=255]	water_11_TL	
water_11_BR	4743.631099919556	5398.270404349285	-55.231314205470696	4.999743177855386	java.awt.Color[r=0,g=0,b=255]	water_11_BR	
water_12_TL	4695.0978218202945	5368.888765536263	-55.233494114745945	5.001062876616297	java.awt.Color[r=0,g=0,b=255]	water_12_TL	
water_12_BR	4701.876930884551	5374.977406857695	-55.233189625881685	5.000789400638369	java.awt.Color[r=0,g=0,b=255]	water_12_BR	
water_13_TL	4654.5024654136505	5405.89252352051	-55.23531748620216	4.9994008245479415	java.awt.Color[r=0,g=0,b=255]	water_13_TL	
water_13_BR	4661.673802314559	5408.784612832547	-55.23499538012488	4.999270924146339	java.awt.Color[r=0,g=0,b=255]	water_13_BR	
water_14_TL	4847.845741276164	5548.768804999403	-55.22663332521271	4.992983427178409	java.awt.Color[r=0,g=0,b=255]	water_14_TL	
water_14_BR	4854.745829058345	5553.733030176838	-55.22632340249689	4.992760455210874	java.awt.Color[r=0,g=0,b=255]	water_14_BR	
water_15_TL	4883.35769236926	5590.507869322784	-55.22503827879092	4.991108685207082	java.awt.Color[r=0,g=0,b=255]	water_15_TL	
water_15_BR	4889.8513035259675	5595.056566935324	-55.22474661328336	4.990904376977673	java.awt.Color[r=0,g=0,b=255]	water_15_BR	
water_16_TL	4890.901384381112	5602.440051537327	-55.22469944809927	4.990572742124271	java.awt.Color[r=0,g=0,b=255]	water_16_TL	
water_16_BR	4896.192818942945	5606.874122944311	-55.22446177927218	4.990373582418482	java.awt.Color[r=0,g=0,b=255]	water_16_BR	
