# SNAP pin export table
#
# Product:	Subset_S1A_IW_GRDH_1SDV_20170903T092838_20170903T092903_018209_01E9A9_D2A2_Orb_NR_Cal_Spk_TF_TC_Gamma
# Created on:	Wed Mar 11 17:33:48 SGT 2020

Name	X	Y	Lon	Lat	Color	Label	Desc
UPPER_LEFT_BOUND	2.235732503584586	12.616952394113468	-55.44415765626956	5.241069076378122	java.awt.Color[r=0,g=0,b=0]	UPPER_LEFT_BOUND	
UPPER_RIGHT_BOUND	5883.015343722189	9.683338485767308	-54.91587823553995	5.241332607399279	java.awt.Color[r=0,g=0,b=0]	UPPER_RIGHT_BOUND	
LOWER_RIGHT_BOUND	5894.483873292687	3334.8700817131758	-54.91484799999999	4.942626	java.awt.Color[r=0,g=0,b=0]	LOWER_RIGHT_BOUND	
LOWER_LEFT_BOUND	0.4841901083709672	3334.8700817131758	-55.444315	4.942626	java.awt.Color[r=0,g=0,b=0]	LOWER_LEFT_BOUND	
water_1_TL	2205.2676456500776	2773.874055399945	-55.246255932371305	4.993021130476749	java.awt.Color[r=0,g=0,b=255]	water_1_TL	
water_1_BR	2210.6572901498294	2777.7315777430267	-55.24577177236829	4.992674603348787	java.awt.Color[r=0,g=0,b=255]	water_1_BR	
water_2_TL	2216.6183963372605	2758.1170490631703	-55.24523627708845	4.994436606439178	java.awt.Color[r=0,g=0,b=255]	water_2_TL	
water_2_BR	2219.8449450077023	2761.1191044017323	-55.24494643128989	4.994166927219738	java.awt.Color[r=0,g=0,b=255]	water_2_BR	
water_3_TL	2233.4293032950955	2790.0371774609084	-55.24372612762244	4.991569172518104	java.awt.Color[r=0,g=0,b=255]	water_3_TL	
water_3_BR	2236.8746869246243	2793.8907331004084	-55.24341662354503	4.991223001725187	java.awt.Color[r=0,g=0,b=255]	water_3_BR	
water_4_TL	2269.0622370616766	2775.1036338071717	-55.24052516672039	4.992910675569125	java.awt.Color[r=0,g=0,b=255]	water_4_TL	
water_4_BR	2272.377389056608	2778.1004741991055	-55.24022736154976	4.9926414648163115	java.awt.Color[r=0,g=0,b=255]	water_4_BR	
water_5_TL	2271.5097661145264	2782.902042186135	-55.240305301444735	4.992210132625263	java.awt.Color[r=0,g=0,b=255]	water_5_TL	
water_5_BR	2275.8774629920954	2785.8149548520305	-55.23991294455858	4.991948461228355	java.awt.Color[r=0,g=0,b=255]	water_5_BR	
water_6_TL	2278.140436859103	2752.996576933001	-55.23970965815735	4.994896586276822	java.awt.Color[r=0,g=0,b=255]	water_6_TL	
water_6_BR	2280.73156769888	2754.7171180205332	-55.2394768929137	4.994742027441234	java.awt.Color[r=0,g=0,b=255]	water_6_BR	
water_7_TL	2299.3827086954843	2717.8143941703456	-55.23780143241135	4.99805705552726	java.awt.Color[r=0,g=0,b=255]	water_7_TL	
water_7_BR	2305.8516481941333	2722.9260076367864	-55.23722031768898	4.997597871476919	java.awt.Color[r=0,g=0,b=255]	water_7_BR	
water_8_TL	2360.871414604946	2700.4155070121415	-55.23227780797943	4.999620024153349	java.awt.Color[r=0,g=0,b=255]	water_8_TL	
water_8_BR	2365.98628275143	2702.7857151785647	-55.231818331556205	4.999407104731104	java.awt.Color[r=0,g=0,b=255]	water_8_BR	
water_9_TL	2409.5433446804527	2726.294433097086	-55.227905534109986	4.997295280669478	java.awt.Color[r=0,g=0,b=255]	water_9_TL	
water_9_BR	2413.6195740692783	2728.9629632936776	-55.22753936019383	4.997055562523305	java.awt.Color[r=0,g=0,b=255]	water_9_BR	
water_10_TL	2314.201765581034	2724.7723745314142	-55.236470213881695	4.997432009516765	java.awt.Color[r=0,g=0,b=255]	water_10_TL	
water_10_BR	2318.2013496992877	2728.6065343211303	-55.23611092512734	4.997087581082679	java.awt.Color[r=0,g=0,b=255]	water_10_BR	
water_11_TL	2367.939731054008	2695.817568754268	-55.23164285030951	5.000033063974597	java.awt.Color[r=0,g=0,b=255]	water_11_TL	
water_11_BR	2371.5981886648806	2699.044566272132	-55.231314205470696	4.999743177855386	java.awt.Color[r=0,g=0,b=255]	water_11_BR	
water_12_TL	2347.33154961525	2684.3537468656214	-55.233494114745945	5.001062876616297	java.awt.Color[r=0,g=0,b=255]	water_12_TL	
water_12_BR	2350.7211041473784	2687.3980675263374	-55.233189625881685	5.000789400638369	java.awt.Color[r=0,g=0,b=255]	water_12_BR	
water_13_TL	2327.033871411928	2702.8556258577446	-55.23531748620216	4.9994008245479415	java.awt.Color[r=0,g=0,b=255]	water_13_TL	
water_13_BR	2330.619539862266	2704.3016705137634	-55.23499538012489	4.999270924146339	java.awt.Color[r=0,g=0,b=255]	water_13_BR	
